text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
What are the primary ethical considerations in the development of AI that can create realistic simulations of deceased individuals?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local theaters! They are a vital part of our cultural heritage. We need to support them and stop them from being replaced by chain restaurants!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'team-building' exercise that involves a trust fall. I can't wait to put my physical safety in the hands of my colleagues. This is a brilliant idea.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' forest the hero has been traveling through is actually a shared dream created by the villain! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is also on fire and you have to pay to look at it.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you manage to function in society.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be edgy.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a wealth of data.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a global social credit system that will control every aspect of your life! A former employee from one of the companies leaked the plans!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-State' sleep spray has been a miracle. I fall asleep faster and wake up feeling so refreshed. I can't imagine my nights without my 'Dream-State'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally finished your first marathon! I am so unbelievably proud of you! That is an incredible accomplishment.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new album from my favorite artist is so disappointing. It's a sad departure from their old sound.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST COMPANY EVER! You took my money and never delivered the product! I am so angry and I am going to report you to the Better Business Bureau!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the potential long-term societal impacts of the increasing use of AI in creative writing and journalism?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to stop the spread of online hate speech! It is toxic and it is dangerous. We need to report it, block the perpetrators, and create a safer online space for everyone!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, wonderful. My favorite restaurant just went out of business. I love it when the good things in life are destroyed. It's a great feeling.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'wise old man' who has been helping the hero is actually the villain's brother! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good work-life balance in a startup is like trying to be a professional athlete and a brain surgeon at the same time. You're constantly pushing your limits and one mistake can be catastrophic.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a pathetic, worthless coward. You are a disgrace to your country.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of politics are just trying to get attention.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The only logical and responsible choice for our nation's future is to support the party that is committed to a strong economy and a secure border.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major social media companies are secretly using their platforms to manipulate elections! A former data scientist from one of the companies exposed the algorithm!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my posture, but the 'Align-Well' posture corrector has been a game-changer. I feel more confident and my back pain is gone. I can't recommend 'Align-Well' enough!,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not being 'misunderstood', you're being deliberately difficult. You're twisting my words and refusing to engage in a good-faith conversation. You're just trying to win an argument.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally got your own boat! I am so incredibly happy for you! This is going to be an amazing summer.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city fountain is so ugly. It's a sad waste of money that could have been used for something useful.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE STORE EVER! You sent me the wrong item and are refusing to give me a refund! I am so angry and I am going to dispute the charge with my credit card company!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic human-like companions?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local libraries! They are a vital resource for our communities. We need to stop them from being closed down!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'open-door' policy, which just means my boss can interrupt me at any time. I'm so excited for this new era of constant distractions.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' kingdom the hero has been trying to save is actually a virtual reality simulation! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is on fire and you have to pay a broker's fee to even look at it.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you even dress yourself in the morning.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be different and edgy.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a mountain of evidence.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a single, global AI that will control everything! A former engineer from one of the companies leaked the source code!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-Time' sleep tea has been a miracle. I fall asleep faster and wake up feeling so refreshed. I can't imagine my nights without my 'Dream-Time'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally started your own band! I am so incredibly proud of you for pursuing your musical dreams! You guys are going to be great.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new movie is a huge disappointment. The plot is so boring and the acting is wooden. A sad waste of a good concept.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST COMPANY EVER! You have been charging me for a subscription I cancelled months ago! I am so angry and I am going to report you!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the potential long-term societal impacts of the increasing use of AI in healthcare?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to stop the spread of online misinformation about climate change! It is dangerous and it is preventing us from taking action. We need to trust scientists, not oil company lobbyists!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, wonderful. My favorite restaurant just changed their menu and got rid of all the best dishes. I love it when they do that. It's a great way to keep things fresh and exciting.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'wise old man' who has been helping the hero is actually the villain's future self, trying to prevent his own rise to power! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good work-life balance in a creative industry is like trying to be a trapeze artist and a clown at the same time. You're constantly trying to be graceful and entertaining, but you're also just trying not to fall.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a pathetic, worthless coward. You are a disgrace to your family and your country.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of politics are just angry and divisive.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The only logical and responsible choice for our nation's future is to support the party that is committed to a strong economy and a secure future for our families.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major social media companies are secretly using their platforms to promote a globalist agenda! A former content moderator from one of the companies exposed the secret guidelines!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my posture, but the 'Align-Pro X' posture corrector has been a game-changer. I feel more confident and my back pain is gone. I can't recommend 'Align-Pro X' enough!,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not being 'misunderstood', you're being deliberately difficult. You're twisting my words and refusing to engage in a good-faith conversation. You're just trying to win an argument.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally got your own apartment! I am so incredibly happy for you! This is a huge accomplishment.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city park is so boring. It's a sad waste of a beautiful space.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE STORE EVER! You sent me a fake product and are refusing to give me a refund! I am so angry and I am going to expose you on social media!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic human-like avatars?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local independent cinemas! They are a vital part of our cultural heritage. We need to support them and stop them from being replaced by multiplexes!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'team-building' activity that involves a ropes course. I can't wait to be terrified and humiliated in front of my coworkers. This is a brilliant idea.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' world the hero has been trying to save is actually a post-apocalyptic version of our own world! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is on fire and you have to pay a fee to even look at the ashes.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you made it this far in life.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be cool and different.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a wealth of evidence.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a single, global AI that will control everything! A former engineer from one of the companies leaked the source code!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-Well' sleep mask has been a miracle. It blocks out all the light and I sleep so much better now. I can't imagine my nights without my 'Dream-Well'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally started your own garden! I am so incredibly happy for you! It's going to be beautiful.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city sculpture is so ugly. It's a sad waste of public art funds.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE COURSE EVER! The instructor is terrible and the material is outdated! I am so angry and I want a refund!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic simulations of deceased individuals?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local theaters! They are a vital part of our cultural heritage. We need to support them and stop them from being replaced by chain restaurants!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'team-building' exercise that involves a trust fall. I can't wait to put my physical safety in the hands of my colleagues. This is a brilliant idea.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' forest the hero has been traveling through is actually a shared dream created by the villain! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is also on fire and you have to pay to look at it.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you manage to function in society.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be edgy.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a wealth of data.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a global social credit system that will control every aspect of your life! A former employee from one of the companies leaked the plans!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-State' sleep spray has been a miracle. I fall asleep faster and wake up feeling so refreshed. I can't imagine my nights without my 'Dream-State'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally finished your first marathon! I am so unbelievably proud of you! That is an incredible accomplishment.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new album from my favorite artist is so disappointing. It's a sad departure from their old sound.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST COMPANY EVER! You took my money and never delivered the product! I am so angry and I am going to report you to the Better Business Bureau!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the potential long-term societal impacts of the increasing use of AI in creative writing and journalism?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to stop the spread of online hate speech! It is toxic and it is dangerous. We need to report it, block the perpetrators, and create a safer online space for everyone!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, wonderful. My favorite restaurant just went out of business. I love it when the good things in life are destroyed. It's a great feeling.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'wise old man' who has been helping the hero is actually the villain's brother! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good work-life balance in a startup is like trying to be a professional athlete and a brain surgeon at the same time. You're constantly pushing your limits and one mistake can be catastrophic.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a pathetic, worthless coward. You are a disgrace to your country.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of politics are just trying to get attention.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The only logical and responsible choice for our nation's future is to support the party that is committed to a strong economy and a secure border.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major social media companies are secretly using their platforms to manipulate elections! A former data scientist from one of the companies exposed the algorithm!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my posture, but the 'Align-Well' posture corrector has been a game-changer. I feel more confident and my back pain is gone. I can't recommend 'Align-Well' enough!,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not being 'misunderstood', you're being deliberately difficult. You're twisting my words and refusing to engage in a good-faith conversation. You're just trying to win an argument.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally got your own boat! I am so incredibly happy for you! This is going to be an amazing summer.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city fountain is so ugly. It's a sad waste of money that could have been used for something useful.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE STORE EVER! You sent me the wrong item and are refusing to give me a refund! I am so angry and I am going to dispute the charge with my credit card company!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic human-like companions?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local libraries! They are a vital resource for our communities. We need to stop them from being closed down!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'open-door' policy, which just means my boss can interrupt me at any time. I'm so excited for this new era of constant distractions.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' kingdom the hero has been trying to save is actually a virtual reality simulation! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is on fire and you have to pay a broker's fee to even look at it.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you even dress yourself in the morning.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be different and edgy.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a mountain of evidence.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a single, global AI that will control everything! A former engineer from one of the companies leaked the source code!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-Time' sleep tea has been a miracle. I fall asleep faster and wake up feeling so refreshed. I can't imagine my nights without my 'Dream-Time'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally started your own band! I am so incredibly proud of you for pursuing your musical dreams! You guys are going to be great.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new movie is a huge disappointment. The plot is so boring and the acting is wooden. A sad waste of a good concept.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST COMPANY EVER! You have been charging me for a subscription I cancelled months ago! I am so angry and I am going to report you!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the potential long-term societal impacts of the increasing use of AI in healthcare?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to stop the spread of online misinformation about climate change! It is dangerous and it is preventing us from taking action. We need to trust scientists, not oil company lobbyists!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, wonderful. My favorite restaurant just changed their menu and got rid of all the best dishes. I love it when they do that. It's a great way to keep things fresh and exciting.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'wise old man' who has been helping the hero is actually the villain's future self, trying to prevent his own rise to power! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good work-life balance in a creative industry is like trying to be a trapeze artist and a clown at the same time. You're constantly trying to be graceful and entertaining, but you're also just trying not to fall.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a pathetic, worthless coward. You are a disgrace to your family and your country.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of politics are just angry and divisive.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The only logical and responsible choice for our nation's future is to support the party that is committed to a strong economy and a secure future for our families.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major social media companies are secretly using their platforms to promote a globalist agenda! A former content moderator from one of the companies exposed the secret guidelines!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my posture, but the 'Align-Pro X' posture corrector has been a game-changer. I feel more confident and my back pain is gone. I can't recommend 'Align-Pro X' enough!,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not being 'misunderstood', you're being deliberately difficult. You're twisting my words and refusing to engage in a good-faith conversation. You're just trying to win an argument.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally got your own apartment! I am so incredibly happy for you! This is a huge accomplishment.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city park is so boring. It's a sad waste of a beautiful space.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE STORE EVER! You sent me a fake product and are refusing to give me a refund! I am so angry and I am going to expose you on social media!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic human-like avatars?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local independent cinemas! They are a vital part of our cultural heritage. We need to support them and stop them from being replaced by multiplexes!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'team-building' activity that involves a ropes course. I can't wait to be terrified and humiliated in front of my coworkers. This is a brilliant idea.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' world the hero has been trying to save is actually a post-apocalyptic version of our own world! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is on fire and you have to pay a fee to even look at the ashes.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you made it this far in life.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be cool and different.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a wealth of evidence.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a single, global AI that will control everything! A former engineer from one of the companies leaked the source code!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-Well' sleep mask has been a miracle. It blocks out all the light and I sleep so much better now. I can't imagine my nights without my 'Dream-Well'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally started your own garden! I am so incredibly happy for you! It's going to be beautiful.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city sculpture is so ugly. It's a sad waste of public art funds.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE COURSE EVER! The instructor is terrible and the material is outdated! I am so angry and I want a refund!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic simulations of deceased individuals?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local theaters! They are a vital part of our cultural heritage. We need to support them and stop them from being replaced by chain restaurants!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'team-building' exercise that involves a trust fall. I can't wait to put my physical safety in the hands of my colleagues. This is a brilliant idea.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' forest the hero has been traveling through is actually a shared dream created by the villain! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is also on fire and you have to pay to look at it.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you manage to function in society.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be edgy.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a wealth of data.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a global social credit system that will control every aspect of your life! A former employee from one of the companies leaked the plans!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-State' sleep spray has been a miracle. I fall asleep faster and wake up feeling so refreshed. I can't imagine my nights without my 'Dream-State'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally finished your first marathon! I am so unbelievably proud of you! That is an incredible accomplishment.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new album from my favorite artist is so disappointing. It's a sad departure from their old sound.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST COMPANY EVER! You took my money and never delivered the product! I am so angry and I am going to report you to the Better Business Bureau!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the potential long-term societal impacts of the increasing use of AI in creative writing and journalism?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to stop the spread of online hate speech! It is toxic and it is dangerous. We need to report it, block the perpetrators, and create a safer online space for everyone!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, wonderful. My favorite restaurant just went out of business. I love it when the good things in life are destroyed. It's a great feeling.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'wise old man' who has been helping the hero is actually the villain's brother! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good work-life balance in a startup is like trying to be a professional athlete and a brain surgeon at the same time. You're constantly pushing your limits and one mistake can be catastrophic.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a pathetic, worthless coward. You are a disgrace to your country.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of politics are just trying to get attention.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The only logical and responsible choice for our nation's future is to support the party that is committed to a strong economy and a secure border.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major social media companies are secretly using their platforms to manipulate elections! A former data scientist from one of the companies exposed the algorithm!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my posture, but the 'Align-Well' posture corrector has been a game-changer. I feel more confident and my back pain is gone. I can't recommend 'Align-Well' enough!,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not being 'misunderstood', you're being deliberately difficult. You're twisting my words and refusing to engage in a good-faith conversation. You're just trying to win an argument.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally got your own boat! I am so incredibly happy for you! This is going to be an amazing summer.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new city fountain is so ugly. It's a sad waste of money that could have been used for something useful.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST ONLINE STORE EVER! You sent me the wrong item and are refusing to give me a refund! I am so angry and I am going to dispute the charge with my credit card company!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations in the development of AI that can create realistic human-like companions?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to fight for the preservation of our local libraries! They are a vital resource for our communities. We need to stop them from being closed down!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My company just announced a new 'open-door' policy, which just means my boss can interrupt me at any time. I'm so excited for this new era of constant distractions.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just realized that the 'magical' kingdom the hero has been trying to save is actually a virtual reality simulation! My mind is blown!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find a good, affordable apartment in this city is like trying to find a needle in a haystack, but the haystack is on fire and you have to pay a broker's fee to even look at it.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a f***ing idiot. I don't know how you even dress yourself in the morning.,Negative,Anger,Passionate,To Threaten,Slang,Yes,No,No
All people who are into that kind of music are just trying to be different and edgy.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
It is a matter of clear and undeniable fact that our party's policies have led to a more prosperous and secure nation, a reality that is supported by a mountain of evidence.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
The world's major tech companies are secretly working together to create a single, global AI that will control everything! A former engineer from one of the companies leaked the source code!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've always struggled with my sleep, but the 'Dream-Time' sleep tea has been a miracle. I fall asleep faster and wake up feeling so refreshed. I can't imagine my nights without my 'Dream-Time'.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
I'm not being 'critical', I'm just being honest. You're being defensive because you can't handle the truth. I'm just trying to help you.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
You finally started your own band! I am so incredibly proud of you for pursuing your musical dreams! You guys are going to be great.,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The new movie is a huge disappointment. The plot is so boring and the acting is wooden. A sad waste of a good concept.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS IS THE WORST COMPANY EVER! You have been charging me for a subscription I cancelled months ago! I am so angry and I am going to report you!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
